Sentiment	SentimentText
1	oskarżenia  
1	oskarżać  
1	oskarżeń  
1	oskarżając  
1	oskarżająco   
1	ostro  
1	ból  
1	obolały  
1	pogorszyć  
1	obciążające  
1	pogorszenie  
1	agresja  
1	agresywny  
1	agresywność  
1	agresor   
1	pokrzywdzony  
1	pogorszenie  
1	przerażony  
1	agonie  
1	agonować  
1	bolesny  
1	agonująco  
1	agonia    
1	cierpiący  
1	dolegliwość  
1	bez celu 
1	alarmowany  
1	alarmujący  
1	alarmująco  
1	alienować  
1	wyobcowany  
1	anty-okupacja  
1	antyproliferacja  
1	antysemity  
1	antyspołeczne  
1	anti-us  
1	anty-biały  
1	niechęć  
1	przestarzały  
1	antytetyczne  
1	lęki  
1	niepokój  
1	zaniepokojony  
1	z niepokojem  
1	niepokój  
1	apatyczny  
1	audiencyjnie  
1	surowy  
1	autorytarny  
1	autokrata  
1	autokratyczny  
1	lawina  
1	chciwość  
1	zachłanny  
1	żarłocznie  
1	pomsty  
1	awers  
1	niechęć  
1	aweful  
1	okropne  
1	strasznie  
1	okropność  
1	niezręczny  
1	niezręczność  
1	topór  
1	bełkot  
1	back-zalogowany  
1	back-wood  
1	back-woods  
1	ból pleców  
1	bóle pleców  
1	backaching  
1	backbite  
1	backbiting  
1	wstecz  
1	zacofanie  
1	Backwood  
1	zjadliwie  
1	gorzki  
1	gorzko  
1	gorycz  
1	dziwaczne  
1	blab  
1	blabber  
1	szantaż  
1	bla  
1	winić  
1	naganne  
1	nijakie  
1	słodki  
1	bluźnierstwo  
1	bluźniercze  
1	bluźnierstwo  
1	piaskowane  
1	rażący  
1	rażąco  
1	blather  
1	ponury  
1	ponuro  
1	mroczność  
1	krwawienie  
1	krwawienie  
1	krwawienia  
1	skaza  
1	niewidomych  
1	oślepienie  
1	oślepiająco  
1	ślepa uliczka  
1	blister  
1	pęcherze  
1	nadęty  
1	blokada  
1	przyczółek  
1	rozlew krwi  
1	krwiożerczy  
1	krwawy  
1	poplamione  
1	uderzenie  

1	złamane  
1	złamane serce  
1	czerw  
1	brewbeat  
1	siniak  
1	posiniaczony  
1	siniaki  
1	siniak  
1	brutalny  
1	brutalny  
1	brutalizujący  
1	brutalności  
1	brutalność  
1	brutalizować  
1	brutalizujący  
1	brutalnie  
1	brutalny  
1	brutalny  
1	bs  
1	klamra  
1	błąd  
1	podsłuch  
1	buggy  
1	błędy  
1	bulkier  
1	objętościowość  
1	nieporęczne  
1	grubość  
1	byk 
1	byk 
1	łobuziaki  
1	bzdury  
1	bullshyt  
1	łobuz  
1	zastraszanie  
1	zastraszająco  
1	bum  
1	guz 
1	wpadł  
1	wpadanie  
1	uderzanie  
1	guzy  
1	wyboisty  
1	bungle  
1	bungler  
1	dławienie się  
1	łóżko piętrowe  
1	obciążenie  
1	uciążliwe  
1	ciężko  
1	palić  
1	spalony  
1	spalanie  
1	oparzenia  
1	popiersie  
1	popiersia  
1	intrygujący  
1	rzeźnik  
1	rzeź  
1	brzęczenie  
1	bizantyjski  
1	gruchanie  
1	katastrofy  
1	klęski  
1	fatalnie  
1	nieszczęście  
1	bezduszny  
1	kalumniować  
1	kalumniacja  
1	kalumny  
1	kalumny  
1	oszczercze  
1	oszczerstwo  
1	rak  
1	rakowaty  
1	kanibal  
1	kanibalizacja  
1	kapitulować  
1	kapryśny  
1	kapryśnie  
1	kapryśność  
1	przewrócone  
1	niedbały  
1	niedbalstwo  
1	karykatura  
1	rzeź  
1	karp  
1	kreskówkowy  
1	gotówka  
1	castigate  
1	kastrowany  
1	ofiara  
1	kataklizm  
1	kataklizm  
1	kataklizm  
1	kataklizmem  
1	katastrofa  
1	katastrofy  
1	katastrofalny  
1	katastrofalnie  
1	katastrofy  
1	kaustyczny  
1	kaustycznie  
1	przestroga  
1	jaskinia  
1	cenzura  
1	chafe  
1	plew  
1	zmartwienie  
1	wyzwanie  
1	chaos  
1	chaotyczny  
1	chasten  
1	karcić  
1	kara  
1	paplanina  
1	gaduła  
1	tanie  
1	cheapen  
1	tanio  
1	oszukiwać  
1	oszukany  
1	oszust  
1	oszukiwanie  
1	kody  
1	w kratkę  
1	bezczelny  
1	kiepski  
1	Chide  
1	dziecinny  
1	chłód  
1	chłodno  
1	chintzy  
1	ssanie  
1	choleryk  
1	niepewny  
1	chore  
1	przewlekłe  
1	masywny  
1	zgiełk  
1	krzykliwy  
1	zderzenie  
1	cliche  
1	cliched  
1	klika  
1	zapchać  
1	zatkany  
1	drewniaki  
1	chmura  
1	zmętnienie  
1	pochmurno  
1	Clue  
1	niezdarny  
1	clunky  
1	gruby  
1	zarozumiały  
1	przymus  
1	przymus  
1	przymus  
1	zimno  
1	zimno  
1	zwiń  
1	collude  
1	zmowa  
1	waleczny  
1	spalanie  
1	komiczny  
1	współczujący  
1	commonplace  
1	zamieszanie  
1	commotions  
1	beztroski  
1	narzekać  
1	narzekał  
1	narzekać  
1	narzeka  
1	skarga  
1	skargi  
1	złożony  
1	skomplikowany  
1	komplikacja  
1	współudział  
1	przymus  
1	kompulsywne  
1	przyznać  
1	stracił  
1	Pycha  
1	zarozumiały  
1	concen  
1	concens  
1	niepokój  
1	dotyczy to 
1	obawy  
1	koncesja  
1	koncesje  
1	potęp  
1	potępialny  
1	potępienie  
1	potępiony  
1	potępia  
1	Rycerstwo  
1	protekcjonalny  
1	protekcjonalnie  
1	protekcjonalność  
1	wyznać  
1	spowiedź  
1	spowiedź  
1	zamknięty  
1	konflikt  
1	sprzeczne  
1	sprzeczne  
1	konflikty  
1	confound  
1	zakłopotany  
1	zakłopotanie  
1	konfrontacja  
1	konfrontacja  
1	konfrontacyjny  
1	mylić  
1	Pomieszane
1	myli  
1	mylące  
1	zamieszanie  
1	konfuzje  
1	zatłoczone  
1	zatłoczenie  
1	minusy  
1	conscons  
1	konserwatywny  
1	rzucający się w oczy  
1	rzucająco  
1	spiski  
1	spisek  
1	spiskowiec  
1	konspiracyjny  
1	spiskować  
1	konsternacja  
1	zakaźny  
1	zanieczyścić  
1	zanieczyszczony  
1	zanieczyszcza  
1	zanieczyszczenie  
1	zanieczyszczenie  
1	pogarda  
1	godny pogardy  
1	pogardliwy  
1	pogardliwie  
1	contend  
1	rywalizacja  
1	sporny  
1	contort  
1	wygięcia  
1	zaprzeczać  
1	sprzeczność  
1	sprzeczne  
1	przekora  
1	contravene  
1	contrive  
1	wymyślony  
1	kontrowersyjny  
1	kontrowersje  
1	zawiłe  
1	korroda  
1	korozja  
1	korozja  
1	żrący  
1	uszkodzony  
1	uszkodzony  
1	niszczenie  
1	korupcja  
1	psuje  
1	zepsuty  
1	droższy  
1	kosztowne  
1	nieproduktywny  
1	kontrproduktywny  
1	coupists  
1	chciwy  
1	tchórz  
1	tchórzliwy  
1	crabby  
1	crack  
1	pęknięty  
1	pęknięcia  
1	skromnie  
1	rzemieślniczo  
1	przebiegły  
1	skurcz  
1	ciasno  
1	skurcze  
1	marudny  
1	bzdura  
1	brzydki  
1	kości  
1	awaria  
1	rozbił się  
1	awarie  
1	awaria  
1	crass  
1	tchórzliwy  
1	wyraźnie  
1	szał  
1	szaleńczo  
1	szaleństwo  
1	szalony  
1	skrzypienie  
1	skrzypienie  
1	skrzypienie  
1	łatwowierny  
1	pełzanie  
1	pełzanie  
1	creeps  
1	creepy  
1	dopełnienie  
1	przestępczość  
1	przestępca  
1	cringe  
1	skulony  
1	cringes  
1	kaleka  
1	kaleki  
1	kaleki  
1	paraliżujący  
1	kryzys  
1	krytyk  
1	krytyczny  
1	krytyka  
1	krytyki  
1	krytykować  
1	krytykowany  
1	krytykując  
1	krytycy  
1	kumoterstwo  
1	oszust  
1	krzywy  
1	oszustów  
1	zatłoczone  
1	zatłoczenie  
1	surowy  
1	okrutny  
1	crueler  
1	okrutny  
1	okrutnie  
1	okrucieństwo  
1	okrucieństwa  
1	okrucieństwo  
1	kruszyć  
1	kruszenie  
1	crummy  
1	zgniotu  
1	zmięte  
1	miażdżyć  
1	zmiażdżyć  
1	zmiażdżony  
1	kruszenie  
1	płacz  
1	karygodne  
1	sprawca  
1	kłopotliwe  
1	cunt  
1	cipy  
1	cuplrit  
1	klątwa  
1	przeklęty  
1	klątwy  
1	curt  
1	cuss  
1	cussed  
1	Cutthroat  
1	cyniczny  
1	cynizm   
1	uszkodzenie  
1	uszkodzony  
1	uszkodzenia  
1	niszczący  
1	cholera  
1	przeklęty  
1	potwornie  
1	potępienie  
1	potępiony  
1	potępienie  
1	tłumik  
1	niebezpieczeństwo  
1	niebezpieczne  
1	niebezpieczeństwa  
1	ciemny  
1	ciemnieć  
1	przyciemnione  
1	ciemniejszy  
1	ciemność  
1	dastard  
1	nikczemnie  
1	zniechęcony  
1	zniechęcający  
1	zniechęcający  
1	durnia  
1	oszołomienie  
1	oszołomiony  
1	martwe  
1	deadbeat  
1	zakleszczenie  
1	śmiertelnie  
1	nośność  
1	głuchy  
1	brak  
1	śmierć  
1	klęska  
1	osłabienie  
1	poniżenie  
1	debaser  
1	dyskusyjne  
1	debauch  
1	debaucher  
1	rozpusta  
1	osłabić  
1	wyniszczające  
1	osłabienie  
1	dług  
1	długi   
1	dekadencja  
1	dekadencki  
1	rozpad  
1	zepsute  
1	podstęp  
1	podstępne  
1	podstępnie  
1	podstępność  
1	oszukać  
1	zwodziciel  
1	oszustów  
1	oszukiwanie  
1	oszustwo  
1	oszukańcze  
1	oszukańczo  
1	declaim  
1	spadek  
1	spadki  
1	malejący  
1	dekrement  
1	zgrzybiały  
1	niedobór  
1	decry  
1	zniesławienie  
1	zniesławienie  
1	zniesławiające  
1	zniesławienie  
1	wada  
1	uszkodzony  
1	defekty  
1	defensywny  
1	nieposłuszeństwo  
1	wyzywający  
1	wyzywająco  
1	braki  
1	niedobór  
1	niewystarczające  
1	defile  
1	defiler  
1	deformuj  
1	zdeformowane  
1	Oszustwa  
1	nieistniejące  
1	przeciwstawić się  
1	zdegenerowany  
1	degeneracyjnie  
1	degeneracja  
1	degradacja  
1	degradacja  
1	degradacja  
1	poniżająco  
1	dehumanizacja  
1	dehumanizować  
1	deign  
1	deject  
1	przygnębiony  
1	przygnębiony  
1	przygnębienie  
1	opóźnienie  
1	opóźniony  
1	opóźnianie  
1	opóźnienia  
1	przestępczość  
1	zaległości  
1	majaczący  
1	delirium  
1	złud  
1	zwodzone  
1	Potop  
1	złudzenie  
1	urojeniowe  
1	urojenia  
1	demean  
1	poniżenie  
1	koniec  
1	wyburzyć  
1	demolisher  
1	demon  
1	demoniczny  
1	demonizować  
1	demonizowany  
1	demonizuje  
1	demonizując  
1	zdemoralizować  
1	demoralizujący  
1	demoralizująco  
1	odmowa  
1	Odrzucone
1	zaprzecza  
1	denigrate  
1	denounce  
1	gęsty  
1	wgniecenie  
1	wgnieciony  
1	wgniecenia  
1	denuncjować  
1	denuncjacja  
1	donosy  
1	odmówić  
1	odmawianie  
1	zubożone  
1	opłakany  
1	żałośnie  
1	żałować  
1	ubolewając  
1	żałośnie  
1	deprave  
1	zdeprawowany  
1	zdeprawowany  
1	przestań  
1	wcisnąć  
1	wciśnięty  
1	przygnębiające  
1	przygnębiająco  
1	depresja  
1	depresje  
1	pozbawić  
1	pozbawiony  
1	szydercze  
1	drżenie  
1	szyderczy  
1	szyderczo  
1	szyderstwo  
1	uwłaczający  
1	bezczeszczenie  
1	pustynia  
1	dezercja  
1	osuszać  
1	przesuszony  
1	desititute  
1	opuszczony  
1	beznadziejnie  
1	pustkowie  
1	rozpacz  
1	rozpaczający  
1	z rozpaczą  
1	zrozpaczony  
1	rozpaczliwie  
1	desperacja  
1	podły  
1	nikczemnie  
1	gardzić  
1	pogardzany  
1	despoil  
1	despoiler  
1	przygnębienie  
1	przygnębienie  
1	przygnębiony  
1	przygnębiony  
1	despot  
1	despotyczny  
1	despotyzm  
1	destabilizacja  
1	granice  
1	nędza  
1	nędza  
1	niszcz  
1	niszczyciel  
1	zniszczenie  
1	niszczycielski  
1	desultory  
1	odstraszanie  
1	pogorszyć się  
1	pogarszający się  
1	pogorszenie  
1	odstraszający  
1	nienawiść  
1	obrzydliwy  
1	obrzydliwie  
1	nienawidzony  
1	nienawidzenie  
1	potknięcia  
1	umniejsz  
1	pomniejszone  
1	pomniejszanie  
1	detraction  
1	umniejsza  
1	szkodliwość  
1	szkodliwe  
1	dewastować  
1	zdewastowany  
1	dewastuje  
1	niszczący  
1	dewastująco  
1	dewastacja  
1	Odchylenie  
1	odchylenie  
1	diabeł  
1	diabelski  
1	diabelnie  
1	diabelstwo  
1	diabelstwo  
1	przebiegły  
1	przebiegle  
1	przewrotność  
1	pozbawiony  
1	diaboliczny  
1	diaboliczny  
1	diabolicznie  
1	diametralnie  
1	zdekonspirowany  
1	diatryb  
1	diatryb  
1	kutas  
1	dyktator  
1	dyktatorski  
1	umrzeć  
1	zgrzybiały  
1	zmarł  
1	umiera  
1	trudne  
1	trudności  
1	trudność  
1	niepewność  
1	zniszczone  
1	dylemat  
1	dilly-dally  
1	przyciemniony  
1	dimmer  
1	din  
1	ding  
1	dings  
1	dinky  
1	straszny  
1	zdecydowanie  
1	direness  
1	brud  
1	dirtbag  
1	worki na śmieci  
1	Dirty  
1	brudny  
1	Wyłącz
1	wyłączone  
1	disacrord  
1	wada  
1	w niekorzystnej sytuacji  
1	niekorzystne  
1	wady  
1	odstraszać  
1	niezadowolony  
1	disaffirm  
1	nie zgadzam się  
1	nieprzyjemny  
1	niesłusznie  
1	nie zgodzili się  
1	nie zgadzam się  
1	nieporozumienie  
1	nie zgadza się  
1	disallow  
1	rozczarowany  
1	rozczarowanie  
1	rozczarowanie  
1	zawieść  
1	rozczarowany  
1	rozczarowujące  
1	rozczarowująco  
1	rozczarowanie  
1	rozczarowania  
1	rozczarowuje  
1	brak akceptacji  
1	dezaprobata  
1	nie akceptuj  
1	odrzucenie  
1	rozbroić  
1	nieład  
1	katastrofa  
1	nieszczęśliwy  
1	katastrofalny  
1	katastrofalnie  
1	disavow  
1	wyparcie  
1	niewiara  
1	nie wierzyć  
1	niewierzący  
1	disclaim  
1	discombobulate  
1	discomfit  
1	discomfititure  
1	dyskomfort  
1	discompose  
1	disconcert  
1	niezadowolony  
1	niepokojące  
1	niepokojąco  
1	niepocieszony  
1	nieposłusznie  
1	dysonans  
1	niezadowolenie  
1	niezadowolony  
1	niezadowolony  
1	wycofany  
1	nieciągłość  
1	nieciągły  
1	niezgoda  
1	niezgodność  
1	niezgodny  
1	dyskonto  
1	zniechęcić  
1	zniechęcenie  
1	zniechęcać  
1	zniechęcająco  
1	nieuprzejmy  
1	nieuprzejmie  
1	discoutinous  
1	dyskredytacja  
1	niezgodny  
1	dyskryminować  
1	dyskryminacja  
1	dyskryminujące  
1	pogarda  
1	pogardliwie  
1	lekceważący  
1	z pogardą  
1	nieumiejętność  
1	hańba  
1	zhańbiony  
1	haniebny  
1	skromnie  
1	niezadowolenie  
1	niezadowolony  
1	niesmak  
1	zdegustowany  
1	obrzydliwie  
1	obrzydliwe  
1	obrzydliwie  
1	obrzydliwe  
1	obrzydliwie  
1	dishearten  
1	zniechęcający  
1	zniechęcająco  
1	nieuczciwy  
1	nieuczciwie  
1	nieuczciwość  
1	dyshonor  
1	niehonorowy  
1	nienawistnie  
1	rozczarowanie  
1	rozczarowany  
1	rozczarowanie  
1	rozczarowania  
1	niechęć  
1	niechętny  
1	nieszczere  
1	nieszczęśliwie  
1	rozpadnij się  
1	rozpadł się  
1	rozpada się  
1	dezintegracja  
1	brak zainteresowania  
1	bezinteresowny  
1	niechęć  
1	nielubiane  
1	nie lubi  
1	nielubienie  
1	Zwichnięcie!
1	nielojalny  
1	nielojalność  
1	ponury  
1	dezorientująco  
1	zmartwienie  
1	konsternacja  
1	przerażony  
1	przerażający  
1	przerażająco  
1	lekceważący  
1	lekceważąco  
1	nieposłuszeństwo  
1	nieposłuszni  
1	nieposłuszeństwo  
1	nieposłuszny  
1	zaburzenie  
1	nieuporządkowany  
1	bezładny  
1	zdezorganizowany  
1	dezorientacja  
1	zdezorientowany  
1	wyrzucić  
1	dysproporcja  
1	lekceważenie  
1	lekceważąco  
1	zbędne  
1	Deziryt  
1	zniechęcony  
1	beznadziejnie  
1	zniechęcanie  
1	wypierać  
1	przesiedlone  
1	niezadowolenie  
1	niezadowolony  
1	niezadowolenie  
1	niezadowolenie  
1	nieproporcjonalne  
1	obalić  
1	dyskusyjne  
1	spór  
1	zakwestionowany  
1	niepokój  
1	niepokojące  
1	niepokojąco  
1	niepokój  
1	lekceważenie  
1	lekceważący  
1	podły  
1	zła reputacja  
1	brak szacunku  
1	niegodny  
1	brak szacunku  
1	brak szacunku  
1	bez szacunku  
1	brak szacunku  
1	brak szacunku  
1	zakłócić  
1	zakłócenie  
1	destrukcyjny  
1	diss  
1	zawiedziony  
1	rozczarowany  
1	rozczarowanie  
1	niezadowolenie  
1	niezadowalający  
1	niezadowolony  
1	niezadowolenie  
1	niezadowolenie  
1	niezadowolenie  
1	dissed  
1	dissemble  
1	dysymbler  
1	niezgodność  
1	sprzeciw  
1	dysydent  
1	dissention  
1	disservice  
1	disses  
1	dysydencja  
1	dysydent  
1	dysydenci  
1	dissing  
1	dysocjacyjny  
1	rozpuszczony  
1	rozpuszczanie  
1	dysonans  
1	dysonans  
1	dysonansowo  
1	odradzać  
1	odstraszający  
1	distains  
1	niesmak  
1	niesmaczny  
1	niesmacznie  
1	zniekształcić  
1	zniekształcony  
1	zniekształcenie  
1	zniekształca  
1	rozproszyć  
1	rozpraszający  
1	rozproszenie uwagi  
1	zrozpaczony  
1	zrozpaczony  
1	rozpacz  
1	niepokój  
1	w trudnej sytuacji  
1	niepokojący  
1	niepokojąco  
1	nieufność  
1	nieufny  
1	nieufność  
1	przeszkadzać  
1	zakłócenie  
1	zakłócony  
1	niepokojący  
1	niepokojąco  
1	brak jedności  
1	diswaluta  
1	rozbieżne  
1	dzielący  
1	Podziel się  
1	dzielność  
1	dizzing  
1	dizzingly  
1	zawroty głowy  
1	podcięcie  
1	dodgey  
1	uparty  
1	uparcie  
1	dogmatyczny  
1	doldrums  
1	dominujący  
1	apodyktyczny  
1	donside  
1	doom  
1	skazany na porażkę  
1	Doomsday  
1	dope  
1	wątpliwość  
1	wątpliwe  
1	wątpliwie  
1	wątpliwości  
1	douchbag  
1	douchebag  
1	douchebags  
1	downbeat  
1	downcast  
1	downer  
1	upadek  
1	upaść  
1	obniżenie  
1	zła  
1	z przykrością  
1	zjazd  
1	minusem  
1	wady  
1	spadek koniunktury  
1	spadki  
1	bezbarwny  
1	drakoński  
1	drakoniczny  
1	przeciągnij  
1	przeciągnięty  
1	przeciąganie  
1	dragonoon  
1	przeciąganie  
1	drenaż  
1	odsączony  
1	drenowanie  
1	dreny  
1	drastyczny  
1	drastycznie  
1	wada  
1	wady  
1	lęk  
1	straszny  
1	strasznie  
1	dreadfulness  
1	ponury  
1	kapała  
1	kapanie  
1	drippy  
1	kapie  
1	drony  
1	droop  
1	droops  
1	drop-out  
1	drop-out  
1	rezygnacja  
1	przerwy  
1	susza  
1	utonięcie  
1	pijany  
1	pijak  
1	pijany  
1	wątpliwy  
1	z powątpiewaniem  
1	dubitable  
1	niewypał  
1	nudny  
1	tępy  
1	głupi  
1	dumbfound  
1	dump  
1	porzucony  
1	zrzucanie  
1	zrzuty  
1	nie  
1	loch  
1	lochy  
1	dupe  
1	pył  
1	zakurzone  
1	zmniejszanie się  
1	umieranie  
1	earsplitting  
1	ekscentryczny  
1	mimośród  
1	wizerunek  
1	bezczelność  
1	egocentryczny  
1	egomania  
1	egotyzm  
1	egoistyczny  
1	egotystycznie  
1	rażący  
1	rażąco  
1	wyborca-rigger  
1	eliminacja  
1	wycieńczony  
1	emasculate  
1	zawstydzać  
1	zawstydzający  
1	zawstydzająco  
1	zakłopotanie  
1	uzbrojony  
1	uwikłać  
1	uwikłany  
1	włamanie  
1	awaryjne  
1	empatyczny  
1	zdecydowanie  
1	pustka  
1	wkraczać  
1	ingerencja  
1	zagrożenie  
1	wrogowie  
1	wróg  
1	osłabienie  
1	enfeeble  
1	enflame  
1	pochłonąć  
1	enjoin  
1	wrogość  
1	rozwścieczyć  
1	rozwścieczony  
1	wściekłość  
1	zniewolony  
1	plątanina  
1	splątanie  
1	pułapkę  
1	uwięzienie  
1	zazdrosny  
1	zazdrośnie  
1	zazdrość  
1	epidemia  
1	niejednoznaczne  
1	Wymaż  
1	erodować  
1	eroduje  
1	erozja  
1	err  
1	błędny  
1	błędny  
1	błędnie  
1	błędne  
1	błędnie  
1	błąd  
1	błędy  
1	wybuchy  
1	eskapada  
1	wystrzegać się  
1	zirytowany  
1	uniknąć  
1	uchylanie się  
1	wymijające  
1	zło  
1	złoczyńca  
1	zło  
1	wypatroszyć  
1	zaostrzyć  
1	exagerate  
1	exagerated  
1	exagerates  
1	przesadzać  
1	przesada  
1	irytować  
1	rozdrażniony  
1	irytujące  
1	irytująco  
1	irytacja  
1	nadmierne  
1	nadmiernie  
1	wykluczenie  
1	excoriate  
1	rozdzierający  
1	potwornie  
1	wymówka
1	wymówki  
1	execrate  
1	wydech  
1	wyczerpany  
1	wyczerpanie  
1	wydechy  
1	exhorbitant  
1	napomnienie  
1	wygnanie  
1	wygórowany  
1	wygórowanie  
1	niebotycznie  
1	expel  
1	drogi  
1	wygasa  
1	minął  
1	wybuchnąć  
1	exploit  
1	eksploatacja  
1	materiał wybuchowy  
1	wywłaszczone  
1	wywłaszczenie  
1	expulse  
1	wyniszcz  
1	eksterminować  
1	eksterminacja  
1	zgasić  
1	wyłudz  
1	wymuszenie  
1	obcy  
1	ekstrawagancja  
1	ekstrawagancki  
1	ekstrawagancko  
1	ekstremizm  
1	ekstremista  
1	ekstremiści  
1	obsesyjnie  
